id,tradinhHours,shopId
746,Wednesday: 9am-5.30pm  ,108
747,Thursday: 9am-9pm,108
748,Friday: 9am-9pm  ,108
749,Saturday: 9am-5pm ,108
750,Sunday: 10am-5pm,108
751,Monday:9am-5.30pm  ,109
752,Tuesday: 9am-5.30pm,109
753,Wednesday: 9am-5.30pm  ,109
754,Thursday: 9am-9pm,109
755,Friday: 9am-9pm  ,109
756,Saturday: 9am-5pm ,109
757,Sunday: 10am-5pm,109
758,Monday:9am-5.30pm  ,110
759,Tuesday: 9am-5.30pm,110
760,Wednesday: 9am-5.30pm  ,110
761,Thursday: 9am-9pm,110
762,Friday: 9am-9pm  ,110
763,Saturday: 9am-5pm ,110
764,Sunday: 10am-5pm,110
765,Monday:9am-5.30pm  ,111
766,Tuesday: 9am-5.30pm,111
767,Wednesday: 9am-5.30pm  ,111
768,Thursday: 9am-9pm,111
769,Friday: 9am-9pm  ,111
770,Saturday: 9am-5pm ,111
771,Sunday: 10am-5pm,111
772,Monday:9am-5.30pm  ,112
773,Tuesday: 9am-5.30pm,112
774,Wednesday: 9am-5.30pm  ,112
775,Thursday: 9am-9pm,112
776,Friday: 9am-9pm  ,112
777,Saturday: 9am-5pm ,112
778,Sunday: 10am-5pm,112
779,Monday:9am-5.30pm  ,113
780,Tuesday: 9am-5.30pm,113
781,Wednesday: 9am-5.30pm  ,113
782,Thursday: 9am-9pm,113
783,Friday: 9am-9pm  ,113
784,Saturday: 9am-5pm ,113
785,Sunday: 10am-5pm,113
786,Monday:9am-5.30pm  ,114
787,Tuesday: 9am-5.30pm,114
788,Wednesday: 9am-5.30pm  ,114
789,Thursday: 9am-9pm,114
790,Friday: 9am-9pm  ,114
791,Saturday: 9am-5pm ,114
792,Sunday: 10am-5pm,114
793,Monday:9am-5.30pm  ,115
794,Tuesday: 9am-5.30pm,115
795,Wednesday: 9am-5.30pm  ,115
796,Thursday: 9am-9pm,115
797,Friday: 9am-9pm  ,115
798,Saturday: 9am-5pm ,115
799,Sunday: 10am-5pm,115
800,Monday:9am-5.30pm  ,116
801,Tuesday: 9am-5.30pm,116
802,Wednesday: 9am-5.30pm  ,116
803,Thursday: 9am-9pm,116
804,Friday: 9am-9pm  ,116
805,Saturday: 9am-5pm ,116
806,Sunday: 10am-5pm,116
807,Monday:9am-5.30pm  ,117
808,Tuesday: 9am-5.30pm,117
809,Wednesday: 9am-5.30pm  ,117
810,Thursday: 9am-9pm,117
811,Friday: 9am-9pm  ,117
812,Saturday: 9am-5pm ,117
813,Sunday: 10am-5pm,117
814,Monday:9am-5.30pm  ,118
815,Tuesday: 9am-5.30pm,118
816,Wednesday: 9am-5.30pm  ,118
817,Thursday: 9am-9pm,118
818,Friday: 9am-9pm  ,118
819,Saturday: 9am-5pm ,118
820,Sunday: 10am-5pm,118
821,Monday:9am-5.30pm  ,119
822,Tuesday: 9am-5.30pm,119
823,Wednesday: 9am-5.30pm  ,119
824,Thursday: 9am-9pm,119
825,Friday: 9am-9pm  ,119
826,Saturday: 9am-5pm ,119
827,Sunday: 10am-5pm,119
828,Monday:9am-5.30pm  ,120
829,Tuesday: 9am-5.30pm,120
830,Wednesday: 9am-5.30pm  ,120
831,Thursday: 9am-9pm,120
832,Friday: 9am-9pm  ,120
833,Saturday: 9am-5pm ,120
834,Sunday: 10am-5pm,120
835,Monday:9am-5.30pm  ,121
836,Tuesday: 9am-5.30pm,121
837,Wednesday: 9am-5.30pm  ,121
838,Thursday: 9am-9pm,121
839,Friday: 9am-9pm  ,121
840,Saturday: 9am-5pm ,121
841,Sunday: 10am-5pm,121
842,Monday:9am-5.30pm  ,122
843,Tuesday: 9am-5.30pm,122
844,Wednesday: 9am-5.30pm  ,122
845,Thursday: 9am-9pm,122
846,Friday: 9am-9pm  ,122
847,Saturday: 9am-5pm ,122
848,Sunday: 10am-5pm,122
849,Monday:9am-5.30pm  ,123
850,Tuesday: 9am-5.30pm,123
851,Wednesday: 9am-5.30pm  ,123
852,Thursday: 9am-9pm,123
853,Friday: 9am-9pm  ,123
854,Saturday: 9am-5pm ,123
855,Sunday: 10am-5pm,123
856,Monday:9am-5.30pm  ,124
857,Tuesday: 9am-5.30pm,124
858,Wednesday: 9am-5.30pm  ,124
859,Thursday: 9am-9pm,124
860,Friday: 9am-9pm  ,124
861,Saturday: 9am-5pm ,124
862,Sunday: 10am-5pm,124
863,Monday:9am-5.30pm  ,125
864,Tuesday: 9am-5.30pm,125
865,Wednesday: 9am-5.30pm  ,125
866,Thursday: 9am-9pm,125
867,Friday: 9am-9pm  ,125
868,Saturday: 9am-5pm ,125
869,Sunday: 10am-5pm,125
870,Monday:9am-5.30pm  ,126
871,Tuesday: 9am-5.30pm,126
872,Wednesday: 9am-5.30pm  ,126
873,Thursday: 9am-9pm,126
874,Friday: 9am-9pm  ,126
875,Saturday: 9am-5pm ,126
876,Sunday: 10am-5pm,126
877,Monday:9am-5.30pm  ,127
878,Tuesday: 9am-5.30pm,127
879,Wednesday: 9am-5.30pm  ,127
880,Thursday: 9am-9pm,127
881,Friday: 9am-9pm  ,127
882,Saturday: 9am-5pm ,127
883,Sunday: 10am-5pm,127
884,Monday:9am-5.30pm  ,128
885,Tuesday: 9am-5.30pm,128
886,Wednesday: 9am-5.30pm  ,128
887,Thursday: 9am-9pm,128
888,Friday: 9am-9pm  ,128
889,Saturday: 9am-5pm ,128
890,Sunday: 10am-5pm,128
891,Monday:9am-5.30pm,129
892,Tuesday: 9am-5.30pm ,129
893,Wednesday: 9am-5.30pm ,129
894,Thursday: 9am-5:30pm   ,129
895,Friday: 9am-7pm      ,129
896,Saturday: 9am-4pm,129
897,Sunday: closed,129
898,Monday:9am-5.30pm  ,130
899,Tuesday: 9am-5.30pm,130
900,Wednesday: 9am-5.30pm  ,130
901,Thursday: 9am-9pm,130
902,Friday: 9am-9pm  ,130
903,Saturday: 9am-5pm ,130
904,Sunday: 10am-5pm,130
905,Monday:9am-5.30pm  ,131
906,Tuesday: 9am-5.30pm,131
907,Wednesday: 9am-5.30pm  ,131
908,Thursday: 9am-9pm,131
909,Friday: 9am-9pm  ,131
910,Saturday: 9am-5pm ,131
911,Sunday: 10am-5pm,131
912,Monday:9am-5.30pm  ,132
913,Tuesday: 9am-5.30pm,132
914,Wednesday: 9am-5.30pm  ,132
915,Thursday: 9am-9pm,132
916,Friday: 9am-9pm  ,132
917,Saturday: 9am-5pm ,132
918,Sunday: 10am-5pm,132
919,Monday:9am-5.30pm  ,133
920,Tuesday: 9am-5.30pm,133
921,Wednesday: 9am-5.30pm  ,133
922,Thursday: 9am-9pm,133
923,Friday: 9am-9pm  ,133
924,Saturday: 9am-5pm ,133
925,Sunday: 10am-5pm,133
926,Monday:9am-5.30pm  ,134
927,Tuesday: 9am-5.30pm,134
928,Wednesday: 9am-5.30pm  ,134
929,Thursday: 9am-9pm,134
930,Friday: 9am-9pm  ,134
931,Saturday: 9am-5pm ,134
932,Sunday: 10am-5pm,134
933,Monday:9am-5.30pm  ,135
934,Tuesday: 9am-5.30pm,135
935,Wednesday: 9am-5.30pm  ,135
936,Thursday: 9am-9pm,135
937,Friday: 9am-9pm  ,135
938,Saturday: 9am-5pm ,135
939,Sunday: 10am-5pm,135
940,Monday:9am-5.30pm  ,136
941,Tuesday: 9am-5.30pm,136
942,Wednesday: 9am-5.30pm  ,136
943,Thursday: 9am-9pm,136
944,Friday: 9am-9pm  ,136
945,Saturday: 9am-5pm ,136
946,Sunday: 10am-5pm,136
947,Monday:9am-5.30pm  ,137
948,Tuesday: 9am-5.30pm,137
949,Wednesday: 9am-5.30pm  ,137
950,Thursday: 9am-9pm,137
951,Friday: 9am-9pm  ,137
952,Saturday: 9am-5pm ,137
953,Sunday: 10am-5pm,137
954,Monday:9am-5.30pm  ,138
955,Tuesday: 9am-5.30pm,138
956,Wednesday: 9am-5.30pm  ,138
957,Thursday: 9am-9pm,138
958,Friday: 9am-9pm  ,138
959,Saturday: 9am-5pm ,138
960,Sunday: 10am-5pm,138
961,Monday:9am-5.30pm  ,139
962,Tuesday: 9am-5.30pm,139
963,Wednesday: 9am-5.30pm  ,139
964,Thursday: 9am-9pm,139
965,Friday: 9am-9pm  ,139
966,Saturday: 9am-5pm ,139
967,Sunday: 10am-5pm,139
968,Monday:9am-5.30pm  ,140
969,Tuesday: 9am-5.30pm,140
970,Wednesday: 9am-5.30pm  ,140
971,Thursday: 9am-9pm,140
972,Friday: 9am-9pm  ,140
973,Saturday: 9am-5pm ,140
974,Sunday: 10am-5pm,140
975,Monday:9am-5.30pm  ,141
976,Tuesday: 9am-5.30pm,141
977,Wednesday: 9am-5.30pm  ,141
978,Thursday: 9am-9pm,141
979,Friday: 9am-9pm  ,141
980,Saturday: 9am-5pm ,141
981,Sunday: 10am-5pm,141
982,Open ANZAC Day 1pm-5pm,141
983,Monday:9am-5.30pm  ,142
984,Tuesday: 9am-5.30pm,142
985,Wednesday: 9am-5.30pm  ,142
986,Thursday: 9am-9pm,142
987,Friday: 9am-9pm  ,142
988,Saturday: 9am-5pm ,142
989,Sunday: 10am-5pm,142
990,Monday:9am-5.30pm  ,143
991,Tuesday: 9am-5.30pm,143
992,Wednesday: 9am-5.30pm  ,143
993,Thursday: 9am-9pm,143
994,Friday: 9am-9pm  ,143
995,Saturday: 9am-5pm ,143
996,Sunday: 10am-5pm,143
997,Monday:9am-5.30pm  ,144
998,Tuesday: 9am-5.30pm,144
999,Wednesday: 9am-5.30pm  ,144
1000,Thursday: 9am-9pm,144
1001,Friday: 9am-9pm  ,144
1002,Saturday: 9am-5pm ,144
1003,Sunday: 10am-5pm,144
1004,Monday:9am-5.30pm  ,145
1005,Tuesday: 9am-5.30pm,145
1006,Wednesday: 9am-5.30pm  ,145
1007,Thursday: 9am-9pm,145
1008,Friday: 9am-9pm  ,145
1009,Saturday: 9am-5pm ,145
1010,Sunday: 10am-5pm,145
1011,Monday:9am-5.30pm  ,146
1012,Tuesday: 9am-5.30pm,146
1013,Wednesday: 9am-5.30pm  ,146
1014,Thursday: 9am-9pm,146
1015,Friday: 9am-9pm  ,146
1016,Saturday: 9am-5pm ,146
1017,Sunday: 10am-5pm,146
1018,Monday:9am-5.30pm  ,147
1019,Tuesday: 9am-5.30pm,147
1020,Wednesday: 9am-5.30pm  ,147
1021,Thursday: 9am-9pm,147
1022,Friday: 9am-9pm  ,147
1023,Saturday: 9am-5pm ,147
1024,Sunday: 10am-5pm,147
1025,Monday:9am-12am   ,148
1026,Tuesday: 9am-12am ,148
1027,Wednesday: 9am-12pm   ,148
1028,Thursday: 9am-12am      ,148
1029,Friday: 9am-3am  ,148
1030,Saturday: 8am-3am      ,148
1031,Sunday: 8am-12am,148
1032,Monday:9am-5.30pm  ,149
1033,Tuesday: 9am-5.30pm,149
1034,Wednesday: 9am-5.30pm  ,149
1035,Thursday: 9am-9pm,149
1036,Friday: 9am-9pm  ,149
1037,Saturday: 9am-5pm ,149
1038,Sunday: 10am-5pm,149
1039,Monday:9am-5.30pm  ,150
1040,Tuesday: 9am-5.30pm,150
1041,Wednesday: 9am-5.30pm  ,150
1042,Thursday: 9am-9pm,150
1043,Friday: 9am-9pm  ,150
1044,Saturday: 9am-5pm ,150
1045,Sunday: 10am-5pm,150
1046,Monday:9am-5.30pm  ,151
1047,Tuesday: 9am-5.30pm,151
1048,Wednesday: 9am-5.30pm  ,151
1049,Thursday: 9am-9pm,151
1050,Friday: 9am-9pm  ,151
1051,Saturday: 9am-5pm ,151
1052,Sunday: 10am-5pm,151
1053,Monday:9am-5.30pm  ,152
1054,Tuesday: 9am-5.30pm,152
1055,Wednesday: 9am-5.30pm  ,152
1056,Thursday: 9am-9pm,152
1057,Friday: 9am-9pm  ,152
1058,Saturday: 9am-5pm ,152
1059,Sunday: 10am-5pm,152
1060,Monday:9am-5.30pm  ,153
1061,Tuesday: 9am-5.30pm,153
1062,Wednesday: 9am-5.30pm  ,153
1063,Thursday: 9am-9pm,153
1064,Friday: 9am-9pm  ,153
1065,Saturday: 9am-5pm ,153
1066,Sunday: 10am-5pm,153
1067,Monday:9.00am - 5.00pm,154
1068,Tuesday: 9.00am - 5.00pm   ,154
1069,Wednesday: 9.00am - 5.00pm,154
1070,Thursday: 9.00am - 5.00pm   ,154
1071,Friday: 9.00am - 5.00pm   ,154
1072,Saturday: 9.00am - 4.00pm   ,154
1073,Sunday: CLOSED,154
1074,Monday:9am-5.30pm  ,156
1075,Tuesday: 9am-5.30pm,156
1076,Wednesday: 9am-5.30pm  ,156
1077,Thursday: 9am-9pm,156
1078,Friday: 9am-9pm  ,156
1079,Saturday: 9am-5pm ,156
1080,Sunday: 10am-5pm,156
1081,Monday:9am-5.30pm  ,157
1082,Tuesday: 9am-5.30pm,157
1083,Wednesday: 9am-5.30pm  ,157
1084,Thursday: 9am-9pm,157
1085,Friday: 9am-9pm  ,157
1086,Saturday: 9am-5pm ,157
1087,Sunday: 10am-5pm,157
1088,Monday:9am-5.30pm  ,158
1089,Tuesday: 9am-5.30pm,158
1090,Wednesday: 9am-5.30pm  ,158
1091,Thursday: 9am-9pm,158
1092,Friday: 9am-9pm  ,158
1093,Saturday: 9am-5pm ,158
1094,Sunday: 10am-5pm,158
1095,Monday:9am-5.30pm  ,159
1096,Tuesday: 9am-5.30pm,159
1097,Wednesday: 9am-5.30pm  ,159
1098,Thursday: 9am-9pm,159
1099,Friday: 9am-9pm  ,159
1100,Saturday: 9am-5pm ,159
1101,Sunday: 10am-5pm,159
1102,Monday:9am-5.30pm  ,160
1103,Tuesday: 9am-5.30pm,160
1104,Wednesday: 9am-5.30pm  ,160
1105,Thursday: 9am-9pm,160
1106,Friday: 9am-9pm  ,160
1107,Saturday: 9am-5pm ,160
1108,Sunday: 10am-5pm,160
1109,Monday:9am-5.30pm  ,161
1110,Tuesday: 9am-5.30pm,161
1111,Wednesday: 9am-5.30pm  ,161
1112,Thursday: 9am-9pm,161
1113,Friday: 9am-9pm  ,161
1114,Saturday: 9am-5pm ,161
1115,Sunday: 10am-5pm,161
1116,Monday:9am-5.30pm  ,162
1117,Tuesday: 9am-5.30pm,162
1118,Wednesday: 9am-5.30pm  ,162
1119,Thursday: 9am-9pm,162
1120,Friday: 9am-9pm  ,162
1121,Saturday: 9am-5pm ,162
1122,Sunday: 10am-5pm,162
1123,Monday:9am-5.30pm  ,163
1124,Tuesday: 9am-5.30pm,163
1125,Wednesday: 9am-5.30pm  ,163
1126,Thursday: 9am-9pm,163
1127,Friday: 9am-9pm  ,163
1128,Saturday: 9am-5pm ,163
1129,Sunday: 10am-5pm,163
1130,Monday:9am-5.30pm  ,164
1131,Tuesday: 9am-5.30pm,164
1132,Wednesday: 9am-5.30pm  ,164
1133,Thursday: 9am-9pm,164
1134,Friday: 9am-9pm  ,164
1135,Saturday: 9am-5pm ,164
1136,Sunday: 10am-5pm,164
1137,Monday:9am-5.30pm  ,165
1138,Tuesday: 9am-5.30pm,165
1139,Wednesday: 9am-5.30pm  ,165
1140,Thursday: 9am-9pm,165
1141,Friday: 9am-9pm  ,165
1142,Saturday: 9am-5pm ,165
1143,Sunday: 10am-5pm,165
1144,Monday:9am-5.30pm  ,166
1145,Tuesday: 9am-5.30pm,166
1146,Wednesday: 9am-5.30pm  ,166
1147,Thursday: 9am-9pm,166
1148,Friday: 9am-9pm  ,166
1149,Saturday: 9am-5pm ,166
1150,Sunday: 10am-5pm,166
1151,Monday:9am-5.30pm  ,167
1152,Tuesday: 9am-5.30pm,167
1153,Wednesday: 9am-5.30pm  ,167
1154,Thursday: 9am-9pm,167
1155,Friday: 9am-9pm  ,167
1156,Saturday: 9am-5pm ,167
1157,Sunday: 10am-5pm,167
1158,Monday:9am-5.30pm  ,168
1159,Tuesday: 9am-5.30pm,168
1160,Wednesday: 9am-5.30pm  ,168
1161,Thursday: 9am-9pm,168
1162,Friday: 9am-9pm  ,168
1163,Saturday: 9am-5pm ,168
1164,Sunday: 10am-5pm,168
1165,Monday:9am-5.30pm  ,169
1166,Tuesday: 9am-5.30pm,169
1167,Wednesday: 9am-5.30pm  ,169
1168,Thursday: 9am-9pm,169
1169,Friday: 9am-9pm  ,169
1170,Saturday: 9am-5pm ,169
1171,Sunday: 10am-5pm,169
1172,Monday:9am-5.30pm  ,170
1173,Tuesday: 9am-5.30pm,170
1174,Wednesday: 9am-5.30pm  ,170
1175,Thursday: 9am-9pm,170
1176,Friday: 9am-9pm  ,170
1177,Saturday: 9am-5pm ,170
1178,Sunday: 10am-5pm,170
1179,Monday:9am-5.30pm  ,171
1180,Tuesday: 9am-5.30pm,171
1181,Wednesday: 9am-5.30pm  ,171
1182,Thursday: 9am-9pm,171
1183,Friday: 9am-9pm  ,171
1184,Saturday: 9am-5pm ,171
1185,Sunday: 10am-5pm,171
1186,Monday:9am-5.30pm  ,172
1187,Tuesday: 9am-5.30pm,172
1188,Wednesday: 9am-5.30pm  ,172
1189,Thursday: 9am-9pm,172
1190,Friday: 9am-9pm  ,172
1191,Saturday: 9am-5pm ,172
1192,Sunday: 10am-5pm,172
1193,Monday:9am-5.30pm  ,173
1194,Tuesday: 9am-5.30pm,173
1195,Wednesday: 9am-5.30pm  ,173
1196,Thursday: 9am-9pm,173
1197,Friday: 9am-9pm  ,173
1198,Saturday: 9am-5pm ,173
1199,Sunday: 10am-5pm,173
,,
,,
,,
,,
,,
,,
,,

